objectID,color,description,hierarchical_categories,price,product_type,showcase_image,tags,taxable,title,units_sold,weight
apparel-sample-data-2311104000,"[""blue"", ""white""]","Discover the beauty of our blue and white sleeveless top, designed with a stylish cowl neckline. Crafted from flowy material, this top features a delicate floral print that brings a touch of elegance to your outfit, making it perfect for warm-weather occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91410142_0.jpg,"[""blue"", ""floral"", ""cowl-neck"", ""elegant""]",true,Blue and White Floral Cowl-Neck Top,890,0.2
apparel-sample-data-2311098000,"[""black""]","Discover the perfect blend of comfort and style with our black tank top featuring a sheer mesh overlay. Designed with a round neckline and a relaxed fit, this top is made from stretchy material, ensuring a flowy silhouette that's perfect for casual outings or layering.","{""lvl0"": ""clothing"", ""lvl1"": ""clothing > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91409690_0.jpg,"[""asymmetrical"", ""colorblocked"", ""flowy"", ""comfortable""]",true,Black Mesh Overlay Tank Top,983,0.65
apparel-sample-data-2311090000,"[""burgundy""]","Discover warmth and style with our burgundy knit sleeveless top. Crafted from luxurious cashmere, this close-fitting design features a high neckline, making it ideal for cooler days. Perfect for layering or wearing alone, this top adds a touch of sophistication to any outfit.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91409194_0.jpg,"[""red"", ""cashmere"", ""mock-turtleneck"", ""elegant"", ""sleeveless""]",true,Burgundy Cashmere Mock-Turtleneck Top,982,0.01
apparel-sample-data-2311087000,"[""blue"", ""black""]","Discover a chic addition to your wardrobe with this blue and black asymmetrical top. Crafted from sheer material, it features a distinctive high neck and a low back, complemented by a mesh panel in the front for an on-trend look. Its loose fit is perfect for layering with a camisole underneath, making it ideal for both casual outings and stylish gatherings.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91408679_0.jpg,"[""asymmetrical"", ""colorblocked"", ""trendy""]",true,Blue and Black Asymmetrical Top,950,0.71
apparel-sample-data-2311075000,"[""white"", ""blue""]","Embrace a fresh style with our floral print sleeveless top. Featuring a high neck and a low back, this design offers a flowy silhouette, perfect for warm days or layering with your favorite jacket.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91407783_0.jpg,"[""floral"", ""sleeveless"", ""flowy"", ""high neck""]",true,Floral Print Sleeveless Top,980,0.53
apparel-sample-data-2311068000,"[""brown""]","Discover the charm of our brown sleeveless top, designed with a delicate bow at the neckline. Crafted from shiny material, this top features a relaxed fit, making it a versatile choice for both casual outings and stylish gatherings.","{""lvl0"": ""clothing"", ""lvl1"": ""clothing > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91407393_0.jpg,"[""asymmetrical-hem"", ""elegant"", ""casual""]",true,Brown sleeveless top with bow detailing,980,0.86
apparel-sample-data-2311066000,"[""white"", ""black""]","Discover a stylish addition to your wardrobe with our white lace-up sleeveless crop top, adorned with a contrasting black lace detail. The playful ruffled design adds a touch of femininity, making it perfect for warm weather outings or layered under your favorite jackets.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91407194_0.jpg,"[""black"", ""lace"", ""sleeveless"", ""cropped""]",true,White lace up sleeveless crop top,892,0.76
apparel-sample-data-2311062000,"[""black"", ""white""]","Add a touch of sophistication to your wardrobe with this black and white plaid sleeveless top. Designed with a high neckline and crafted from stretchy material, it offers comfort and style for both casual and formal occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91406460_0.jpg,"[""plaid"", ""mock-neck"", ""sleeveless"", ""versatile""]",true,Black and White Plaid Sleeveless Top,934,0.3
apparel-sample-data-2311060000,"[""purple"", ""black"", ""red"", ""blue"", ""white""]","Discover effortless style with our colorful asymmetrical draped top. Designed with a flattering v-neckline, this flowing piece features a vibrant print of purple, black, red, and subtle blue and white accents, perfect for a relaxed, casual look that stands out.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91405975_0.jpg,"[""asymmetrical"", ""plus size"", ""trendy"", ""colorful""]",true,Colorful Asymmetrical Draped Top,980,0.03
apparel-sample-data-2311057000,"[""black"", ""white""]","Discover a blend of style and sophistication with our Black and White Sleeveless Top. This exquisite piece features a ruffled neckline and a stylish silver button at the collar, perfect for adding a touch of elegance to your wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91405385_0.jpg,"[""sleeveless"", ""elegant"", ""ruffled""]",true,Black and White Sleeveless Top,980,0.81
apparel-sample-data-2311048000,"[""green""]","Discover a chic addition to your wardrobe with our green sleeveless top. Crafted from soft fabric, this top features a delightful frilled neckline and a playful ruffled edge, designed for a relaxed fit that's perfect for casual outings.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91402300_0.jpg,"[""green"", ""ruffle"", ""soft fabric"", ""casual""]",true,Green Sleeveless Top,892,0.24
apparel-sample-data-2311036000,"[""white"", ""black""]","Discover a chic addition to your wardrobe with our white and black striped sleeveless top. Featuring a high neckline and a stylish wide belt cinching the waist, this versatile piece seamlessly pairs with your favorite bottoms for any occasion.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91396996_0.jpg,"[""striped"", ""sleeveless"", ""stylish"", ""belted""]",true,White and Black Striped Sleeveless Top,980,0.76
apparel-sample-data-2311016000,"[""blue""]","Discover effortless style with our navy v-neck top adorned with delicate silver studs. Crafted from soft, knit material, this shirt offers a relaxed fit, making it a perfect choice for casual outings or layering with your favorite outfits.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91392682_0.jpg,"[""blue"", ""linen"", ""casual"", ""comfortable""]",true,Navy V-Neck Top with Silver Studs,875,0.29
apparel-sample-data-2311000000,"[""white"", ""red""]","Discover the charm of our floral embroidered blouse, showcasing a delicate floral pattern with vibrant red and white hues. The lace collar adds a touch of sophistication, complemented by floral designs on the sleeves, making this a perfect choice for both casual and semi-formal occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91390248_0.jpg,"[""embroidered"", ""floral"", ""lace""]",true,Floral Embroidered Blouse,890,0.76
apparel-sample-data-2310997000,"[""light blue""]","Discover the perfect combination of comfort and style with our light blue tank top. Crafted from stretchy material, this design features an eye-catching mesh detail along with a sophisticated black trim and logo. Ideal for a casual day out or layering under a jacket.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",30,tops,https://storage.googleapis.com/landingpage-al/91390069_0.jpg,"[""blue"", ""stretch"", ""mesh"", ""casual""]",true,Light Blue Mesh Tank Top,875,0.29
apparel-sample-data-2310987000,"[""white""]","Discover comfort and style with our white silk camisole. Designed with delicate thin straps and a simple yet elegant silhouette, this top is crafted from soft, breathable fabric. Perfect for layering or pairing with your favorite bottoms, it offers a relaxed look ideal for any casual occasion.","{""lvl0"": ""clothing"", ""lvl1"": ""clothing > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91388993_0.jpg,"[""silk"", ""v-neck"", ""versatile"", ""casual""]",true,White Silk Camisole,890,0.4
apparel-sample-data-2310972000,"[""black""]","Discover a stylish addition to your warm-weather wardrobe with our black sleeveless tank top. Designed with a charming white bow tie in the front, this top boasts a relaxed, loose fit and is crafted from a lightweight cotton-linen blend, making it perfect for casual outings.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",35,tops,https://storage.googleapis.com/landingpage-al/91385933_0.jpg,"[""sleeveless"", ""lightweight"", ""casual"", ""bow tie""]",true,Black Sleeveless Tank Top with Bow Tie,890,0.43
apparel-sample-data-2310958000,"[""gray"", ""black""]","Discover the perfect blend of comfort and style with our gray tank top featuring a classic black strap. Crafted from stretchy material, this versatile piece is ideal for both casual outings and athletic activities, ensuring you look great while feeling great.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",40,tops,https://storage.googleapis.com/landingpage-al/91384313_0.jpg,"[""casual"", ""athletic"", ""versatile""]",true,Gray Tank Top with Black Strap,987,0.55
apparel-sample-data-2310946000,"[""white""]","Discover effortless style with our white ruffled tank top. Crafted from a lightweight cotton-linen blend, this top features an elegant tie at the neck and intricate ruffles that add a touch of flair. Perfectly suited for laid-back outings, it combines comfort and chic design seamlessly.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91383071_0.jpg,"[""casual"", ""comfortable"", ""lightweight"", ""ruffled""]",true,White Ruffled Tank Top,876,0.23
apparel-sample-data-2310938000,"[""black""]","Introduce a striking addition to your wardrobe with our black mesh top, featuring a luxurious leather-like texture. Designed with an intricate lace-up detail at the front and a delicate scalloped edge, this stretchy mesh top offers style and comfort. Perfectly paired with jeans or a skirt, it presents a versatile option for various occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91381120_0.jpg,"[""multicolor"", ""peplum"", ""fashion-forward""]",true,Black Peplum Mesh Top,875,0.78
apparel-sample-data-2310930000,"[""black"", ""pink""]","Discover a striking blend of sophistication and playfulness with our black and pink ruffled top. Crafted from a lightweight material, this top features an elegant bow detail at the front and a delicate ruffled design, making it suitable for a variety of occasions from casual outings to semi-formal events.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91379741_0.jpg,"[""pink"", ""woven"", ""fashionable"", ""ruffled""]",true,Black and Pink Ruffled Top,987,0.18
apparel-sample-data-2310923000,"[""black""]","Discover the sleek sophistication of our black silk tank top. Featuring a contemporary rounded neckline and a stylish silver zipper down the front, this piece combines comfort with a modern design, perfect for casual outings or layered looks.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91378370_0.jpg,"[""sleeveless"", ""silk"", ""elegant"", ""casual""]",true,Black Silk Tank Top,943,0.9
apparel-sample-data-2310915000,"[""orange"", ""blue""]","Brighten your summer wardrobe with our vibrant tank top featuring an eye-catching orange and blue print. Crafted from lightweight materials, this tank offers a comfortable loose fit and a classic round neckline, ideal for casual outings or active days.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",35,tops,https://storage.googleapis.com/landingpage-al/91377205_0.jpg,"[""tie-dye"", ""active"", ""tank"", ""summer""]",true,Vibrant Tank Top,982,0.06
apparel-sample-data-2310902000,"[""white""]","Discover the comfort of our white tank top featuring a stylish mesh design. With a scoop neckline and racerback cut, this lightweight and breathable piece is ideal for warm weather. Perfect for casual outings, it can be worn on its own or layered for a trendy look.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",30,tops,https://storage.googleapis.com/landingpage-al/91375644_0.jpg,"[""breathable"", ""lightweight"", ""casual""]",true,White Mesh Tank Top,875,0.55
apparel-sample-data-2310895000,"[""black"", ""white""]","Discover the unique charm of our black and white cut-out top. Crafted from a sheer material featuring a stylish black base with striking white cut-outs, this sleeveless design is complemented by a classic round neckline, making it an ideal choice for chic casual outings or layered looks.","{""lvl0"": ""clothing"", ""lvl1"": ""clothing > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91374335_0.jpg,"[""sheer"", ""sleek"", ""modern""]",true,Black and White Cut Out Top,890,0.3
apparel-sample-data-2310894000,"[""purple""]","Discover the charm of our purple sleeveless top, designed with a high round neckline and a stylish wide ruffled hemline. Crafted from stretchy material, it offers a comfortable and flattering fitted silhouette, making it a versatile choice for various occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91374308_0.jpg,"[""draped"", ""sleeveless"", ""stretchy"", ""elegant""]",true,Purple Sleeveless Top,875,0.72
apparel-sample-data-2310891000,"[""dark green"", ""gold""]","Discover sophistication with our dark green sleeveless top, featuring a tasteful round neckline and an eye-catching gold buckle. Crafted from shiny material, this top effortlessly combines comfort with elegance, making it a perfect choice for any occasion.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",49.99,tops,https://storage.googleapis.com/landingpage-al/91373797_1.jpg,"[""dark green"", ""elegant"", ""sleeveless"", ""decorative buckle""]",true,Dark Green Sleeveless Top,879,0.96
apparel-sample-data-2310889000,"[""maroon""]","Discover the perfect blend of comfort and style with our maroon tank top. Crafted from soft, stretchy material, it features a flattering rounded neckline. This versatile piece effortlessly pairs with jeans or shorts for a relaxed yet fashionable look.","{""lvl0"": ""clothing"", ""lvl1"": ""clothing > tops""}",35,tops,https://storage.googleapis.com/landingpage-al/91373194_0.jpg,"[""comfortable"", ""casual"", ""stylish""]",true,Maroon Basic Tank Top,987,0.78
apparel-sample-data-2310877000,"[""navy blue""]","Discover the charm of our navy blue top featuring exquisite lace detailing on the neckline. This blouse boasts a stylish ruffled design and a front pleat, crafted from a soft and flowy material that ensures comfort and elegance in every wear.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91371841_0.jpg,"[""elegant"", ""ruffled"", ""blouse""]",true,Navy Blue Lace Detail Top,876,0.36
apparel-sample-data-2310873000,"[""beige"", ""white""]","Discover a stylish blend of comfort and elegance with our chic one-shoulder top. Crafted from luxurious beige fabric layered over soft white, it features a delicate ruffled edge on the sleeve that adds a playful touch. Perfect for casual outings or dressed up for special occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91371108_0.jpg,"[""one-shoulder"", ""ruffled"", ""chic""]",true,Chic One-Shoulder Beige and White Top,894,0.68
apparel-sample-data-2310871000,"[""light olive green""]","Discover the effortless charm of our light olive green tank top. This stylish piece features a high, rounded neckline and a wide, curved hemline crafted from stretchy, lightweight fabric that drapes beautifully. Designed for a loose fit, it offers a relaxed silhouette, making it an ideal choice for casual occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",35,tops,https://storage.googleapis.com/landingpage-al/91370416_3.jpg,"[""multicolor"", ""boxy"", ""casual"", ""comfortable""]",true,Light Olive Green Loose Fit Tank Top,876,0.57
apparel-sample-data-2310855000,"[""black"", ""white""]","Discover the chic simplicity of our Layla black and white tank top, featuring a stylish zigzag pattern crafted from a soft blend of cotton and polyester. This versatile piece seamlessly transitions from casual outings to evening gatherings, effortlessly elevating your wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91367942_0.jpg,"[""black"", ""silk"", ""fashionable"", ""versatile""]",true,Layla Black and White Tank Top,982,0.13
apparel-sample-data-2310851000,"[""white""]","Stay stylish and comfortable with our white active tank top, featuring a standout design with black lettering that reads 'in my zone.' Crafted from stretchy material, this tank top is perfect for workouts or casual outings, ensuring a relaxed fit for any active lifestyle.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",35,tops,https://storage.googleapis.com/landingpage-al/91367260_0.jpg,"[""activewear"", ""comfortable"", ""stretchy""]",true,White Active Tank Top,890,0.56
apparel-sample-data-2310849000,"[""red""]","Discover the perfect blend of comfort and style with our red Supima modal tank top. Its soft fabric offers a luxurious feel, ideal for layering or wearing solo on warm days. This versatile piece is a must-have addition to any wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",40,tops,https://storage.googleapis.com/landingpage-al/91367162_0.jpg,"[""red"", ""supima"", ""modal"", ""casual"", ""comfortable""]",true,Red Supima Modal Tank Top,890,0.49
apparel-sample-data-2310845000,"[""blue""]","Discover everyday comfort with our blue scoop neck tank top. Featuring a stylish racerback design and a unique back cutout, this tank is crafted from stretchy, lightweight material, offering ease of movement for your active lifestyle.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",35,tops,https://storage.googleapis.com/landingpage-al/91366321_0.jpg,"[""blue"", ""racerback"", ""comfortable"", ""lightweight""]",true,Blue Scoop Neck Tank Top,890,0.77
apparel-sample-data-2310842000,"[""blue""]","Discover comfort in our women's blue racer tank top, featuring a stylish gold 'C' emblem. Crafted from stretchy material, this sleeveless design is perfect for active wear and offers a relaxed fit that's ideal for workouts or casual outings.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",34.99,tops,https://storage.googleapis.com/landingpage-al/91365089_0.jpg,"[""blue"", ""sporty"", ""comfortable""]",true,Women's Blue Racer Tank Top,982,0.7
apparel-sample-data-2310832000,"[""blue""]","Discover comfort with our blue slouchy tank top. Designed with a scoop neckline and crafted from soft, flowy material, this piece offers a relaxed fit that's perfect for casual outings or layering.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",35,tops,https://storage.googleapis.com/landingpage-al/91363303_0.jpg,"[""blue"", ""slouchy"", ""casual"", ""soft""]",true,Blue Slouchy Tank Top,987,0.56
apparel-sample-data-2310821000,"[""black""]","Discover our stunning black top featuring a chic v-neck design complemented by a distinctive cut-out detail at the neckline. Crafted from shiny material, this piece brings a modern twist to your wardrobe, making it ideal for various occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91361706_0.jpg,"[""black"", ""choker"", ""v-neck"", ""unique design""]",true,Black cut-out v-neck top,890,0.51
apparel-sample-data-2310811000,"[""white"", ""blue""]","Discover a fresh look with our floral print tank top in white and blue. Featuring a stylish v-neck and keyhole cutout at the front, this short-sleeve top is designed for a comfortable, flowy fit, making it perfect for casual outings or layered under your favorite jacket.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91360702_0.jpg,"[""blue"", ""floral"", ""flowy"", ""casual""]",true,Floral Print Tank Top,890,0.51
apparel-sample-data-2310805000,"[""yellow""]","Discover a vibrant look with our neon yellow racerback tank top. Crafted with a striking black trim and a breathable mesh back, this tank offers a loose fit for ultimate comfort and versatility. Ideal for casual outings or as a stylish layer.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",34.99,tops,https://storage.googleapis.com/landingpage-al/91360179_0.jpg,"[""neon"", ""racerback"", ""casual""]",true,Neon Yellow Racerback Tank Top,875,0.37
apparel-sample-data-2310798000,"[""white""]",Discover the charm of our white lace top featuring a high neckline and intricate crochet design. This loose-fitting piece pairs beautifully with black jeans for a relaxed yet stylish look.,"{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91359213_0.jpg,"[""lace"", ""crochet"", ""casual""]",true,White lace top with crochet design,879,0.41
apparel-sample-data-2310781000,"[""black""]","Discover the perfect blend of style and comfort with our Black Mesh Tank Top. Crafted from stretchy material, this sleeveless top features a scoop neckline and a contemporary mesh design, making it an ideal choice for layering or wearing alone.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",40,tops,https://storage.googleapis.com/landingpage-al/91357118_1.jpg,"[""sleeveless"", ""stretch"", ""mesh"", ""comfortable""]",true,Black Mesh Tank Top,890,0.26
apparel-sample-data-2310772000,"[""black"", ""white""]","Discover our stylish black and white striped sleeveless top, designed for a relaxed fit. The unique black stripe on the left side and white stripe on the right side create a modern contrast, making it a perfect choice for casual outings or layering.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91356120_0.jpg,"[""multicolor"", ""striped"", ""casual""]",true,Black and White Striped Sleeveless Top,987,0.24
apparel-sample-data-2310757000,"[""pink""]","Discover comfort and style with our pink tank top featuring ruffled edges and a relaxed fit. Crafted from soft, stretchy material, it showcases a charming purple floral print on the front and a flattering rounded neckline, making it an ideal choice for warm days.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",35,tops,https://storage.googleapis.com/landingpage-al/91354479_0.jpg,"[""pink"", ""lace"", ""floral"", ""casual"", ""comfortable""]",true,Pink Floral Ruffled Tank Top,890,0.35
apparel-sample-data-2310756000,"[""black""]","Discover the perfect blend of comfort and style with our black high-neck sleeveless top. Crafted from stretchy knit fabric, it features a trendy slanted hemline, making it an excellent choice for casual outings.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",49.99,tops,https://storage.googleapis.com/landingpage-al/91354269_0.jpg,"[""black"", ""sleeveless"", ""asymmetric"", ""casual""]",true,Black High-Neck Sleeveless Top,890,0.53
apparel-sample-data-2310754000,"[""white""]","Discover the charm of our white ruffled tank top, crafted from sheer material for a light and airy feel. This strapless design features a stylish ruffled detail on the front and a delicate keyhole neckline, making it an ideal choice for casual outings or layering under jackets.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91354241_0.jpg,"[""ruffled"", ""sheer"", ""strapless"", ""casual""]",true,White Ruffled Tank Top,987,0.44
apparel-sample-data-2310744000,"[""black""]","Discover sophistication with our black mesh tank top, crafted from high-quality stretchy material featuring an eye-catching diamond pattern. The sleeveless design and flattering v-neckline make it a versatile addition to your wardrobe, perfect for layering or wearing solo.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91352891_0.jpg,"[""black"", ""mesh"", ""sleek""]",true,Black Mesh Tank Top,890,0.02
apparel-sample-data-2310738000,"[""white""]","Discover the perfect blend of comfort and style with our white tie-front tank top. Crafted from lightweight material, this top features a flattering v-neck design and an elegant lace tie at the front, making it a versatile addition to your wardrobe for casual outings.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",35,tops,https://storage.googleapis.com/landingpage-al/91352572_0.jpg,"[""lightweight"", ""casual"", ""v-neck"", ""tie-front""]",true,White Tie-Front Tank Top,982,0.04
apparel-sample-data-2310733000,"[""black""]","Discover the effortless charm of our black tank top featuring a unique cut-out detail on the back. Crafted from stretchy material, this design offers a comfortable fit and a stylish scoop neckline. Perfect for layering or wearing solo, it showcases a modern flair that enhances your casual wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91352181_0.jpg,"[""black"", ""stretchy"", ""scoop neckline"", ""cut-out detail""]",true,Black Cut-Out Back Tank Top,983,0.96
apparel-sample-data-2310712000,"[""gray""]","Introducing our gray striped tank top, featuring a flattering v-neckline and a playful striped pattern in shades of gray, white, and yellow. Crafted from soft, stretchy fabric, this tank offers a relaxed fit that's perfect for warm days or layering under your favorite jacket.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",40,tops,https://storage.googleapis.com/landingpage-al/91348884_0.jpg,"[""striped"", ""loose-fit"", ""comfortable""]",true,Gray Striped Tank Top,890,0.16
apparel-sample-data-2310711000,"[""navy blue""]","Discover refined style with our navy blue sleeveless top. Crafted from a sheer material, this elegant piece features a high neck with a keyhole cutout and a charming bow at the neck. The silver buckle adds a touch of sophistication, making it a versatile choice for both casual and formal occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91348874_0.jpg,"[""blue"", ""sheer"", ""elegant""]",true,Navy Blue Sleeveless Top,980,0.64
apparel-sample-data-2310700000,"[""black"", ""grey""]","Discover a stylish addition to your wardrobe with our black tank top featuring a chic bow on the front. Crafted from stretchy material for comfortable wear, this design combines a sleeveless style with a round neckline, complemented by a shiny black bow fastened with a silver zipper. Perfect for layering or wearing alone, it accentuates effortless elegance.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91346777_0.jpg,"[""sleeveless"", ""multicolor"", ""elegant""]",true,Black and Grey Bow Tank Top,890,0.16
apparel-sample-data-2310699000,"[""bronze""]","Discover the allure of our bronze sequined tank top, designed to catch the light with its stunning shiny sequins. Crafted from a soft synthetic fabric, this sleeveless design features a flattering round neckline that pairs beautifully with various outfits for both casual and formal occasions.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",75,tops,https://storage.googleapis.com/landingpage-al/91346775_0.jpg,"[""blue"", ""sleeveless"", ""linen blend"", ""elegant""]",true,Bronze sequined tank top,980,0.36
apparel-sample-data-2310697000,"[""light blue""]","Discover effortless style with our light blue sleeveless tank top. Crafted from a stretchy material, it features a flattering rounded neckline and a straight hemline, making it an ideal choice for casual outings or layering under your favorite jackets.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",35,tops,https://storage.googleapis.com/landingpage-al/91346330_0.jpg,"[""blue"", ""comfortable"", ""casual""]",true,Light Blue Sleeveless Tank Top,982,0.41
apparel-sample-data-2310693000,"[""peach"", ""pink""]","Discover the charm of our peach sleeveless blouse, elegantly designed with a ruffled neckline and a discreet metal zipper at the back. Crafted from sheer material, this versatile top flows beautifully, adding a soft touch to any outfit.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91345928_0.jpg,"[""pink"", ""plus size"", ""layered"", ""elegant""]",true,Peach Ruffled Sleeveless Blouse,897,0.28
apparel-sample-data-2310691000,"[""light blue""]","Discover comfort and style with our light blue mesh tank top. Designed with a flattering v-neckline and delicate straps at the back, this tank top is crafted from stretchy material, making it a versatile addition to your wardrobe perfect for warm days.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",30,tops,https://storage.googleapis.com/landingpage-al/91345634_0.jpg,"[""blue"", ""cool"", ""mesh""]",true,Light Blue Mesh Tank Top,875,0.01
apparel-sample-data-2310690000,"[""black""]","Discover the striking allure of our black sleeveless tank top adorned with gold studs. Featuring a classic round neckline and a minimalist design, this top effortlessly combines simplicity with a touch of elegance, making it a versatile addition to your wardrobe.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91344717_0.jpg,"[""black"", ""sleeveless"", ""elegant""]",true,Black Sleeveless Tank Top with Gold Studs,980,0.93
apparel-sample-data-2310689000,"[""black""]","Embrace comfort and style with our black tank top featuring a striking 'namaste' print and a unique white hand symbol. Crafted from stretchy material, this tank offers a relaxed fit, making it perfect for casual outings and warm-weather activities.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",29.99,tops,https://storage.googleapis.com/landingpage-al/91344678_0.jpg,"[""black"", ""muscle"", ""casual"", ""comfortable""]",true,Black Namaste Tank Top,987,0.85
apparel-sample-data-2310687000,"[""black"", ""blue""]","Discover sophistication with our beautiful black and blue lace top. This piece features a black lace bodice adorned with a delicate blue lace overlay and a refined black lace trim. Its stretchy fabric ensures a comfortable, fitted silhouette that pairs effortlessly with matching skirts for a polished look.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",85,tops,https://storage.googleapis.com/landingpage-al/91344358_0.jpg,"[""lace"", ""elegant"", ""fitted""]",true,Black and Blue Lace Top,978,0.62
apparel-sample-data-2310676000,"[""pink"", ""purple""]","Discover comfort and style with our pink tank top featuring a high neckline and a striking wide purple stripe. Crafted from stretchy, shiny material, it offers a flattering fit that moves with you, making it an ideal choice for both workouts and casual outings.","{""lvl0"": ""apparel"", ""lvl1"": ""apparel > tops""}",45,tops,https://storage.googleapis.com/landingpage-al/91343063_0.jpg,"[""pink"", ""tanktop"", ""stretchy"", ""activewear""]",true,Pink tank top with purple stripe,987,0.56
